domain,1CSE_G1,2CSE_G1,4CSE_G1,8CSE_G1,64CSE_G1,1CSE_G2,2CSE_G2,4CSE_G2,8CSE_G2,64CSE_G2,id,cluster,genes,DnaBinding,DnaBinding_each
chr2_168240000_168720000,0.108934738,0.423548354,0.481693424,0.823790191,0.676454982,0.275380506,0.015837603,0.608766078,0.589263616,0.570384608,2611,8,Gm14237; Kcng1; Gm14262; Gm22704; Gm14234; Nfatc2; Atp9a; Mir7004,1,FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE
chr3_28560000_29000000,-0.091860156,0.135813715,0.268693567,0.713205108,0.871394445,0.040108166,-0.187837591,0.076993642,0.491156963,0.079582407,2652,8,Tnik; Slc2a2; 1700112D23Rik; Gm6505; Eif5a2; Gm32950; Rpl22l1; Gm33051; Gm37867; Gm37924; Gm1527,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_32320000_32760000,-0.038892534,0.008059507,0.031923605,0.574113338,0.370160836,0.376124171,0.311046774,0.588837543,1.000188546,0.806176533,2662,8,Zmat3; Gm36990; Pik3ca; Gm37123; Kcnmb3; Zfp639; Gm37592; Mfn1; Gnb4; Gm37640; Actl6a; Gm37353; Mrpl47; Ndufb5,1,FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_34120000_34880000,-0.091232244,0.113121997,0.450159827,0.563933599,0.582917345,0.01694356,0.217733448,0.406646252,0.40088948,0.671611195,2668,8,Sox2ot; Gm5708; Gm38505; Gm34599; Gm20515; Gm29135; Gm27403; Gm42695; Gm42205; Mir1897; Mir1897; Gm42692; Sox2; Gm27611; Gm42693; Gm43206; Gm3143; Gm38509; Gm21388,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_35640000_36160000,-0.027885071,-0.146049512,0.450693038,0.879082433,0.836174772,-0.036041782,-0.193128103,0.333780492,0.770685403,0.644807979,2675,8,Gm6639; Gm25696; Atp11b; Gm43203; Gm7741; Dcun1d1; Gm15952; 8430422M14Rik; Mccc1; Gm43080; B230207O21Rik; Mccc1os; Ccdc144b; Acad9; Gm43079; Gm43205; D3Ertd254e,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_75440000_76080000,0.287333924,0.022004273,0.332061285,0.507461536,0.575890704,0.244420261,0.196429648,0.084416776,0.361083668,0.238452621,2739,8,Wdr49; Pdcd10; Serpini1; Gm37672; Platr10; Gm37193; Gm25846; Gm29133; Golim4; Gm37685; Gm37256; Gm18428; Fstl5,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_108400000_109120000,0.042456993,-0.091922155,0.344744714,0.306227831,0.590361908,0.224221112,-0.079039872,0.260639485,0.446580959,0.427497468,2795,8,Celsr2; Sars; Gm22942; Gm43438; 5330417C22Rik; Gm23336; Gm37859; 1700013F07Rik; Scarna2; Gm43435; Tmem167b; Gm22860; Taf13; Wdr47; Gm12517; Clcc1; Gpsm2; Gm27244; Aknad1; Stxbp3; Fndc7; Gm43097; Prpf38b; Henmt1; Gm9857; Fam102b; Gm43221; Gm44384; 4930408K08Rik; Slc25a54,2,FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_116880000_117520000,0.234106906,0.210174436,0.306662731,0.937038497,0.666093947,0.541650406,0.286092731,0.411746178,0.610713691,0.988325879,2810,8,Frrs1; Palmd; Gm42892; 4930455H04Rik; Gm9332; 1700061I17Rik; Gm18430; Gm9632; Gm19243; Gm42891; Plppr4; Gm22408,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr3_153920000_154360000,-0.29248578,0.297823119,0.400592887,0.858815452,0.40530665,0.257045544,0.114075642,0.468908079,0.622864056,0.894752048,2913,8,Acadm; Slc44a5; Gm3076; Gm42541; Gm42540; Lhx8; AI606473,1,FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE
chr4_14520000_14960000,-0.283147742,-0.355411389,-0.013773871,0.43061982,0.521051462,0.29245866,0.064179951,0.216367799,0.550612729,1.138049136,2931,8,Slc26a7; Lrrc69; Gm11838; Otud6b; Tmem55a; Gm11837; Necab1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_53000000_53640000,0.088346313,0.154203197,0.178173571,0.563994353,0.95099571,0.08066744,0.213427281,0.729619358,1.028599066,0.848001517,2980,8,Nipsnap3a; Nipsnap3b; Abca1; 4930412L05Rik; 4930522O17Rik; AI427809; Gm12495; Gm12496; Slc44a1; 1700060J05Rik; Fsd1l,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_101360000_102000000,-0.066790904,-0.194370829,0.249867169,0.560708682,0.799149456,0.332678684,-0.186201807,0.383142632,0.591241655,1.032060833,3075,8,0610043K17Rik; Gm12795; Gm12798; Ak4; Dnajc6; Gm22533; Leprot; Lepr; B020004J07Rik; Gm12791; Gm12797; C130073F10Rik; Gm12792; Gm12800; Gm12794; Gm12790; Gm12789,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_106760000_107200000,0.021002477,-0.124581885,0.181805496,0.830527183,0.97374228,0.404752672,-0.073391936,0.473465919,0.783409148,0.86052717,3093,8,Acot11; Gm12745; Gm12746; Ssbp3; Gm12786; Mrpl37; Cyb5rl; Cdcp2; Gm12802; Tceanc2; Tmem59,1,FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_117800000_118360000,0.150155287,-0.114700285,0.230913269,0.60782829,0.506724164,0.260043608,-0.031062077,0.350121978,0.887999605,0.676082598,3108,8,Gm12842; Slc6a9; Gm17114; Ccdc24; B4galt2; Gm12841; Atp6v0b; Dph2; Ipo13; Artn; St3gal3; 9530034E10Rik; Kdm4a; Gm23382; Ptprf; Mir7226; Hyi,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_119240000_119720000,-0.145635395,-0.360779799,-0.087180878,0.154880196,0.761001065,0.468251433,-0.39656814,0.546792558,0.51008868,0.656970652,3110,8,P3h1; Gm12927; Cldn19; Ybx1; Gm37817; Ppih; Ccdc30; Ldha-ps2; Ppcs; Zmynd12; Rimkla; Gm12954; Gm12956; Gm12955; Gm12957; Rnu6-ps2; Frg2f1; Foxj3; Gm12959; Guca2a; Guca2b,2,FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE
chr4_120160000_120920000,-0.282039542,0.020882515,-0.064762415,0.343083279,0.361570096,0.138558239,-0.114267087,0.41895035,0.58490327,0.661328603,3114,8,Edn2; Foxo6; Foxo6os; Scmh1; Slfnl1; Ctps; Gm8439; Gm12860; Gm45579; Cited4; Kcnq4; Nfyc; Mir30c-1; Mir30e; Mir30f; Gm23936; Rims3; Gm12871; Gm24678,2,FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_126560000_127040000,-0.06463264,-0.392494405,-0.008164802,0.235603305,0.81515305,-0.066797551,-0.339815297,0.010983568,0.117481089,0.580787766,3123,8,Clspn; Gm12936; 5730409E04Rik; Gm12933; Psmb2; Tfap2e; Ncdn; AU040320; Gm12937; Gm24161; Gm25604; Zmym4; Gm12939; Sfpq; Gm12940,4,TRUE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; TRUE; FALSE
chr4_128560000_129200000,0.170934254,0.330122193,0.590827847,0.508786779,0.887005586,0.141791144,-0.062164515,0.43813357,0.617471419,0.820266249,3128,8,Csmd2; Zscan20; Tlr12; Gm12958; Phc2; A3galt2; Zfp362; Gm12968; Gm12969; Trim62; Azin2; Gm15904; Ak2; 1700086P04Rik; Rnf19b; Tmem54; Hpca; Gm15906; Fndc5; S100pbp; Yars,1,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_134840000_135480000,0.255233143,-0.246086577,0.150288048,0.25970033,0.970477734,0.169757202,-0.104372918,-0.025821418,0.205679079,0.557007686,3139,8,Tmem57; Rhd; Tmem50a; Rsrp1; Syf2; Gm16225; Runx3; Gm16224; Clic4; Gm12983; Gm12984; Gm12982; Srrm1; Ncmap; Gm12991; Gm12990; Rcan3; Mir700; Gm15979; Nipal3; Gm37270,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_135360000_136000000,0.022022776,0.05643834,0.512369403,0.39021719,0.683015233,0.068890894,-0.116491899,0.442323425,0.590294444,0.795690796,3141,8,Ncmap; Gm12991; Gm12990; Rcan3; Mir700; Gm15979; Nipal3; Gm37270; Stpg1; Gm25317; Grhl3; Gm23106; 1700029M20Rik; Ifnlr1; Gm12989; Il22ra1; Gm12988; Myom3; Gm13000; Srsf10; Pnrc2; Gm13006; Cnr2; Fuca1; Hmgcl; Gale; Lypla2; Pithd1; Gm13007,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr4_138440000_138920000,0.361839276,0.627108426,0.123995027,0.387511728,0.436338942,0.038919183,0.355231218,0.561771915,0.222589592,0.509466576,3143,8,Mul1; Camk2n1; Vwa5b1; Gm22961; Ubxn10; Pla2g2c; Pla2g2f; Pla2g2d; Pla2g5; Gm25280; Pla2g2a; Gm13030; Pla2g2e; Otud3,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_25280000_25840000,0.103341816,-0.070950058,-0.158503956,0.254225983,0.844606223,0.234489129,-0.498556157,-0.241201153,0.104462405,0.94813454,3206,8,Kmt2c; Gm42585; Hspe1-ps3; Gm20432; Gm18343; 4831440E17Rik; Gm22656; Cct8l1; 1700096K18Rik; Gm43141; Gm10062; Gm43972; Gm43143; Xrcc2; Gm43142; Actr3b,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE
chr5_29320000_29760000,0.173149217,-0.126095416,0.118886562,0.177715837,0.688342921,0.119122369,-0.02204991,0.191003773,0.339145866,0.815843439,3216,8,Lmbr1; Gm23801; 4632411P08Rik; Nom1; Mnx1; Gm24538; Gm6083; Ube3c; Gm42570; Gm26346; Gm43117; Gm5129; Dnajb6,2,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE
chr5_32880000_33640000,0.082242425,-0.231044786,0.147172246,0.439846252,0.519521131,0.013199736,0.213949788,0.400077665,0.74126094,0.431218402,3224,8,Depdc5; Gm24003; Gm43693; Ywhah; Gm43849; Rpl35a-ps5; Slc5a1; Gm15936; 5033423K11Rik; Spon2; Ctbp1; Gm43850; Gm20465; Maea; Uvssa; Nkx1-1; Gm43851; Fam53a; Gm9903; Slbp,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE
chr5_38200000_38760000,-0.063854404,-0.017202501,0.315274666,0.515956072,0.553189428,0.210797344,-0.037879721,0.319112483,0.49190339,0.93636313,3238,8,Zbtb49; Lyar; Tmem128; Otop1; Gm26560; Drd5; 4930487D11Rik; Slc2a9; Gm15796; Wdr1; Gm22249; 4930421P07Rik; Zfp518b; Gm22779; Clnk; Clnkos,2,TRUE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_72880000_73440000,0.131740753,0.29469547,0.323201581,0.504291463,0.535855325,-0.02557141,0.233038661,0.441069055,0.747977153,0.807941465,3317,8,Gm9870; Slain2; Gm10135; Gm24776; Slc10a4; Gm15847; Gm42668; Fryl; Gm42572; 1700071G01Rik; Gm42571; Gm17207; Gm34411; 1700025M24Rik; Gm42734; Ociad1; Gm42733; Gm42732; Ociad2; Gm34583; Gm35960; Cwh43,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_92280000_93000000,-0.293515483,0.042763648,0.177057727,0.265634501,0.603468168,-0.051015012,0.170168353,0.609445092,0.547354763,0.590747983,3348,8,Sdad1; Gm43599; Gm23031; Cxcl9; Art3; Cxcl10; Cxcl11; Gm2673; Nup54; Gm26039; Scarb2; Mir6415; Fam47e; Stbd1; Ccdc158; Shroom3; Gm20500; Mir1961; 4932430I15Rik,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_117480000_117960000,0.41477845,0.133903461,0.279438393,0.314666934,0.136301541,0.308649445,0.678170043,0.521592052,0.546797608,0.599932515,3384,8,Ksr2; Gm42550; Nos1; Gm37028; Gm26995,0,FALSE; FALSE; FALSE; FALSE; FALSE
chr5_120720000_121160000,0.335307518,0.157677118,0.415575811,0.61190988,0.545943394,-0.023699466,0.112894997,0.582068892,0.734085813,0.53342112,3389,8,Oas2; Gm43068; Oas3; Gm43069; Oas1e; Oas1c; Oas1b; Oas1f; Gm22907; Oas1h; Oas1g; Oas1a; Oas1d; Rph3a; Gm42656; Ptpn11,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_129880000_130320000,-0.005237965,-0.319295431,0.214362709,0.132761485,0.84122966,0.16956913,-0.505347363,-0.080179237,0.050462625,0.506068943,3406,8,Phkg1; Chchd2; Zbed5; Nupr1l; Vkorc1l1; Gm42986; Gm43482; Gusb; Asl; Crcp; Tpst1; 2210412B16Rik; Kctd7; Rabgef1; Gm15920; Gm15921; Tmem248; Gm6598; Gm42467; Sbds; Tyw1,2,FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_134160000_134720000,0.334563714,-0.293153641,0.157368477,0.129276642,1.071638948,0.136669571,-0.473493999,-0.261724522,0.036938467,0.785868087,3423,8,Rcc1l; B230377A18Rik; Gtf2ird2; Gm24139; Ncf1; Gtf2i; Gm43481; Gm43480; Mir3965; Gtf2ird1; n-R5s178; Gm26340; Gm42882; Gm16020; Gm42885; Clip2; 2700029L08Rik; Gm42884; Syna; Mir7228; Rfc2; Lat2; Eif4h; Limk1; Gm10369; Eln,4,FALSE; FALSE; TRUE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE
chr5_134640000_135080000,0.044769906,0.216470687,0.60206102,0.511220598,1.00059561,0.395716974,-0.077929989,0.040769014,0.126025921,0.745434144,3424,8,Limk1; Gm10369; Eln; Gm30003; Tmem270; Cldn13; 4933439J24Rik; 9030607J07Rik; Mettl27; Cldn4; Cldn3; Wbscr25; Rps29-ps; Gm43372; Abhd11; Abhd11os; Stx1a; Bud23; Gm25492; Dnajc30; Vps37d,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_4640000_5120000,0.111121696,0.019871778,0.161098424,0.601697242,1.189853135,-0.227827741,0.027380267,0.276096778,0.817824276,1.116695599,3460,8,Casd1; Sgce; Peg10; Gm44121; Gm20714; Gm26828; Gmfg-ps; Ppp1r9a; Gm26814; Gm26736; Gm26556,1,FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_37440000_37960000,-0.210103722,-0.08998268,-0.007670994,0.307707031,0.854744197,-0.123668695,-0.329696082,0.199280994,0.159416339,1.044543428,3509,8,Creb3l2; Akr1d1; Gm7463; Ybx1-ps2; Gm15487; Gm7492; Trim24,2,TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE
chr6_48560000_49200000,-0.153636871,0.382958722,0.567986184,0.800754112,0.27397763,0.014407443,0.273921693,0.697296153,0.649275267,0.598937406,3522,8,Lrrc61; Rarres2; Gm5111; Gm45021; Repin1; Gm44965; Zfp775; Gm38804; AI854703; Gimap8; Gm44262; Gimap9; Gimap4; Gimap6; Gm28053; Gimap7; Gimap1os; Gimap1; Gimap5; Gm44226; 4833403J16Rik; Gimap3; Gm30781; Gm17834; Tmem176b; Tmem176a; Gm44764; Gm7932; Aoc1; 1600015I10Rik; Gm24348; Gm10242; Gm18538; Gm19172; Doxl2; Gm18539; 4930563H07Rik; Svs1; Gm19173; Gpnmb; Gm19253; Malsu1; Gm7890; Igf2bp3; Gm18010,2,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_52240000_52960000,-0.0931791,0.068411434,0.35235087,0.646922139,0.681712528,0.34150393,-0.033594616,0.402956401,1.012642028,0.92343887,3531,8,Hoxa10; Hoxa11; Hoxa11os; Gm28032; Gm27492; Gm27695; Gm27817; Gm27454; Gm27543; 9530018H14Rik; Hoxa13; Gm27280; Gm27985; Hottip; Gm27383; Gm27866; Gm44294; Evx1os; Evx1; Gm8129; Gm15054; 1700094M24Rik; Gm44028; Hibadh; Gm44445; Gm44434; Gm24355; Gm43966; Tax1bp1; Gm43967; Jazf1; Gm15572,4,TRUE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_65600000_66560000,0.118585475,0.408155615,0.39451911,0.382019214,0.177980937,0.421760918,0.36640953,0.117399349,0.375850645,0.387469683,3546,8,Tnip3; Ndnf; Gm15490; Gm16838; Prdm5; Gm23543; Gm20445; 4930544G11Rik; Gm44404; Gm23625; Gm5876; Gm44289; Gm31520; Gm44281; Gm44233; 2610300M13Rik; Gm19764; Gm6786; Mad2l1; Vmn1r32,1,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_66800000_67480000,-0.363780216,-0.149285665,0.666033929,0.536998437,0.733894293,0.167366023,0.003945584,0.290697583,0.486016061,0.532859894,3548,8,Vmn1r39; Gm9794; 4930597O21Rik; Gng12; Gm36816; Gm15644; Gm29848; Gm25260; Gadd45a; E230016M11Rik; A430010J10Rik; Gm38825; Gm8566; Gm44052; Serbp1; Gm44050; Il12rb2; Gm8574; Gm44208; Gm4761; Gm44083; Il23r,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_71120000_71840000,-0.164178379,-0.314322319,0.173203741,0.370148182,0.843848431,0.043988071,-0.140447536,0.502809343,0.710066506,0.770808911,3551,8,Rpl34-ps1; Thnsl2; Gm44427; Fabp1; Smyd1; Mir8112; Krcc1; Gm44321; Gm1070; Cd8b1; Gm44110; Gm44111; Gm44174; Gm44175; Cd8a; Rmnd5a; Gm44130; Gm44172; Gm44186; Rnf103; Gm44194; 1700040L08Rik; Chmp3; Kdm3a; Gm6063; Gm44768; Rpl19-ps9; Reep1; Gm44769; Gm44770; Mrpl35; Gm44771; Immt,1,FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_72840000_73280000,-0.082160462,-0.266173542,0.034408055,0.099764791,0.680664096,0.299234724,0.070505644,0.314583016,0.845117357,1.21432339,3555,8,Kcmf1; D530018E20Rik; Gm26640; Tmsb10; Gm18402; Gm20560; Dnah6; Gm24533; Gm40377; Suclg1,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_88880000_89640000,-0.085451843,-0.181235174,0.357528053,0.610856702,0.332405019,0.267194435,-0.075405662,0.481887883,0.665331533,0.631226662,3580,8,Gm36189; Mcm2; Tpra1; Gm44178; 4933427D06Rik; Gm1965; Gm6507; Gm44203; Gm839; Gm25961; Gm44204; 4930512J16Rik; Gm26811; Plxna1; Gm44207; Chchd6; Gm43903,1,FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_120840000_121560000,0.172201026,0.058323466,-0.019932006,-0.010621297,0.449514196,0.009765494,0.172562185,0.263440525,0.369389155,1.020978313,3656,8,Bcl2l13; Bid; Gm17812; Gm44260; Mical3; Gm43916; Gm43915; Gm4651; Minpp1-ps; Pex26; Gm44014; Tuba8; Gm15856; Usp18; Gm44148; Slc6a13; Gm24855; Slc6a12; Iqsec3; Gm43922; Gm43933,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr6_140800000_141480000,0.012244289,-0.047486679,0.575628483,0.91438394,1.188021478,0.128541583,0.251956265,0.070669103,0.743089901,0.638631929,3681,8,Gm30524; Gm43927; Gm7384; Gm28523; Pde3a; Gm10400; Gm43958,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr7_43920000_44360000,-0.050601629,0.036033207,0.022389488,0.471804508,0.564116765,0.416407559,-0.040637933,0.687984584,0.79093242,1.394317255,3706,8,Klk2-ps; Klk15; Gm44756; Klk1b7-ps; Gm44945; Klk1b8; Klk1b2-ps; Klk1b1; Gm45198; Klk1b9; Gm45135; Klk1b10-ps; Klk1b11; Gm45195; Klk1b12-ps; Klk1b26; Klk1b18-ps; Klk1b28-ps; Gm45196; Klk1b19-ps; Klk1b27; Gm45197; Klk1b14-ps; Gm45026; Klk1b15-ps; Gm45125; Klk1b21; Gm45127; Klk1b22; Gm45126; Gm45122; Klk1b23-ps; Klk1b16; Gm45136; Klk1b24; Gm44779; Klk1b3; Gm44605; Klk1b4; Gm45134; Klk1b5; Gm10109; Klk1; 1700028J19Rik; Gm36864; Gm25386; 2410002F23Rik; Gm28496; Gm26247; Snord88c; Snord88a; Gm23991; Acp4; Gm15517; Gm18905; Gm18307; Gm7238; Clec11a; Shank1; Gm44757,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr7_49440000_49960000,-0.004385828,0.060130102,0.153260717,0.711386369,0.507177154,0.004261371,0.105019749,0.254579567,1.012927077,0.569856934,3714,8,Nav2; Gm38059; Dbx1; Htatip2; Prmt3; Gm44822; Gm26856; Slc6a5,1,FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE
chr7_55760000_56200000,0.026502948,-0.053921606,0.535599652,0.546974657,0.23020918,0.214099003,-0.231492703,0.7591097,0.663859627,0.361510335,3720,8,Siglech; Tubgcp5; Cyfip1; Gm17907; Gm44616; Nipa2; A230056P14Rik; Gm44509; Nipa1; Gm15888; Gm44508; Gm44510; Rps12l1; Gm34121; Herc2,0,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr7_109520000_109960000,-0.305543246,-0.149557022,0.354502001,0.507725738,0.932681979,0.137751274,-0.000961385,0.350130829,0.899864178,0.851504607,3851,8,Rpl27a; Snora3; Gm47284; Gm24888; St5; Gm44864; Akip1; BC051019; Ascl3; Tmem9b; 4930431P19Rik; Nrip3; Gm22822; Scube2; Dennd5a,1,FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
chr7_132560000_133000000,-0.004379728,-0.036164728,0.704073124,0.808068226,0.310730302,0.133319039,-0.099251913,0.181492826,0.862890123,0.370364956,3919,8,Fgfr2; Oat; Nkx1-2; Gm16764; Lhpp; Gm15582; Fam53b; Eef1akmt2; Gm45501; Abraxas2; 1500002F19Rik; Gm45502; Zranb1; Gm15718; Ctbp2,1,FALSE; FALSE; TRUE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE; FALSE
